,Symbols,Expression Cutoffs,log-rank P Values,best_quantile,higher_median,lower_median
3466,HP,0.6464482896403003,0.02640976942140499,0.9,9.484931506849316,12.208219178082192
3467,FAM122A,8.631591229863,0.0596456982331275,0.9,8.936986301369863,12.208219178082192
3468,XKR9,0.1414840849498,0.011558376598803086,0.4,10.052054794520547,18.063013698630137
3469,WDR46,28.45056914315,0.014978161637634711,0.9,inf,10.808219178082192
3470,LRRC31,0.004160493087482,0.1512794918396762,0.1,10.808219178082192,10.610958904109589
3471,MRC2,6.791342351212001,0.12515875709096702,0.1,10.808219178082192,9.484931506849316
3472,PARP11,4.238322552774003,0.21841351744854057,0.9,7.852054794520548,12.208219178082192
3473,PGS1,3.8105154233140004,0.18239090852136491,0.2,10.756164383561643,10.808219178082192
3474,LHX2,0.11924854657379998,0.050370547911208444,0.6,10.756164383561643,12.208219178082192
3475,ARHGAP17,5.846327837515,0.1664078286253617,0.5,10.797260273972602,18.063013698630137
3476,C7orf61,0.17313604962719997,0.38969895731279325,0.6,18.063013698630137,10.756164383561643
3477,HLA-DRB1,642.545622518,0.018837703240294,0.9,inf,10.797260273972602
3478,FAM78A,0.6699531307139,0.19194311521759494,0.1,10.756164383561643,17.687671232876713
3479,KCNK9,0.09860528796897002,0.000914657616328212,0.9,7.4301369863013695,12.208219178082192
3480,A1CF,0.002544120315594,0.002123359648523591,0.4,10.797260273972602,20.424657534246574
3481,EMC8,4.408551797567,0.09028879033331383,0.3,20.424657534246574,8.936986301369863
3482,PWP2,0.026210602532740004,0.5068863143615088,0.2,10.808219178082192,18.063013698630137
3483,SUSD5,1.7076581981190024,0.07427703802157364,0.9,inf,10.808219178082192
3484,TPK1,0.5730171017146,0.06540274550377402,0.7,10.052054794520547,17.687671232876713
3485,OPRL1,1.288836411745,0.2078480933560964,0.5,10.797260273972602,17.687671232876713
3486,MRPS10,17.9986120612,0.4194954752094827,0.2,10.808219178082192,18.063013698630137
3487,FKBP5,3.413414079174,0.00871260524102055,0.2,12.208219178082192,10.610958904109589
3488,FOXL2NB,0.015679764101200002,0.2529616197629765,0.8,inf,10.797260273972602
3489,VIP,0.02091511144934,0.03691929447689048,0.2,10.756164383561643,20.424657534246574
3490,L1CAM,2.2014349308320007,0.010623950981777357,0.9,9.484931506849316,10.808219178082192
3491,UBE3C,13.255242654699998,0.06934252424980072,0.6,20.424657534246574,10.756164383561643
3492,C5orf63,0.2922057990628,0.17970116946127662,0.1,10.797260273972602,inf
3493,SYTL3,2.1294754852340003,0.0008012233053430706,0.3,10.052054794520547,inf
3494,GEN1,1.6199068599619997,0.4491440345341884,0.6,12.208219178082192,10.797260273972602
3495,RSPRY1,6.359776622132001,0.34140414402288816,0.4,10.052054794520547,17.687671232876713
3496,CPSF4L,0.028251868584940002,0.10410906317314451,0.1,10.797260273972602,12.208219178082192
3497,SNX25,2.8385342639479996,0.377417729909729,0.2,10.610958904109589,20.424657534246574
3498,LRSAM1,7.876327614554,0.06267547633339077,0.6,9.567123287671233,20.424657534246574
3499,GALK1,11.969085883810003,0.07445012281957547,0.9,9.484931506849316,10.808219178082192
3500,SNRPD1,7.201909888564001,0.0022007158284168657,0.2,17.687671232876713,8.564383561643835
3501,FUK,4.949167481791003,0.2940773662550089,0.9,10.797260273972602,10.808219178082192
3502,MPND,7.721488411024002,0.24292714057257486,0.4,12.208219178082192,10.052054794520547
3503,MEIG1,0.101754083931,0.21075123752256986,0.5,17.687671232876713,10.052054794520547
3504,KRT14,4.482286341126999,0.0006105942922980881,0.3,17.687671232876713,8.936986301369863
3505,CASP3,18.054435026240004,0.17761436909492062,0.8,20.424657534246574,10.797260273972602
3506,COMT,19.803237214099997,0.04664660464927308,0.6,10.797260273972602,18.063013698630137
3507,CNTN6,0.02340627491875,0.10669457983559354,0.5,9.567123287671233,12.208219178082192
3508,AMDHD2,3.346737750754,0.08021324083487555,0.4,10.610958904109589,20.424657534246574
3509,SF1,36.03632780938,0.20034345185498323,0.4,12.208219178082192,10.610958904109589
3510,TTI2,3.121925346318,0.22453027582654156,0.6,20.424657534246574,10.808219178082192
3511,HAUS7,0.7323327860402002,0.16313578601726772,0.8,18.063013698630137,10.756164383561643
3512,C11orf96,2.340793499618,0.042982706514563526,0.3,9.567123287671233,20.424657534246574
3513,EPHB1,0.26468831936750004,0.10218127783036937,0.5,10.052054794520547,17.687671232876713
3514,PAPSS1,32.729139662479994,0.028514719934581767,0.7,inf,9.567123287671233
3515,NUS1,4.199436441695999,0.07881516931605341,0.1,10.797260273972602,inf
3516,ERAP1,14.13363776846,0.11697323185272022,0.8,10.052054794520547,10.808219178082192
3517,CCDC186,5.5397769076620005,0.07440978060796737,0.7,10.052054794520547,12.208219178082192
3518,STEAP1B,0.09156109822885998,0.09404913963055815,0.4,10.756164383561643,12.208219178082192
3519,TMEM88,4.702889317803002,0.04141756756933857,0.9,9.364383561643836,12.208219178082192
3520,ARHGEF39,0.4412278145896,0.004697142726361595,0.2,17.687671232876713,9.364383561643836
3521,NOTUM,0.32663050593920007,0.2241521632213608,0.8,9.484931506849316,10.808219178082192
3522,MAFA,0.12663126927090004,0.003263161531058799,0.9,20.424657534246574,10.808219178082192
3523,RHOBTB3,13.5655421693,0.11703526408464912,0.8,9.482191780821918,17.687671232876713
3524,FRZB,1.216493443096,0.02040621603013101,0.1,12.208219178082192,8.391780821917807
3525,MYO1E,2.7945947564650004,0.2575745381940675,0.1,10.797260273972602,12.208219178082192
3526,STAG1,5.1624740493,0.07972470278308952,0.5,10.052054794520547,17.687671232876713
3527,PRR5L,2.902935298931,0.19897763195544887,0.9,inf,10.797260273972602
3528,THOC7,22.936928971580002,0.0039726498811256394,0.4,18.063013698630137,9.484931506849316
3529,AEBP2,2.947232257053,0.12116693774552229,0.1,10.808219178082192,17.687671232876713
3530,SOST,0.010493472935039999,0.36308566738292336,0.6,18.063013698630137,10.052054794520547
3531,SLC25A4,5.510556328198001,0.22393265184706887,0.4,10.756164383561643,17.687671232876713
3532,DPF3,0.02475496914169,0.16221842581965162,0.1,17.687671232876713,10.610958904109589
3533,MRFAP1,90.18664476176001,0.22352314787516814,0.2,10.756164383561643,20.424657534246574
3534,AGAP5,0.05329794562135,0.2906199831715232,0.3,10.756164383561643,17.687671232876713
3535,SLC2A3,1.676713420703,0.2362857756948327,0.1,10.756164383561643,10.808219178082192
3536,ZNF471,0.1857487364874,0.020618092290740322,0.1,12.208219178082192,8.936986301369863
3537,TRIOBP,2.5200497682430005,0.334882247585008,0.7,10.052054794520547,12.208219178082192
3538,EPS8L3,0.0,0.20553194419938056,0.1,10.610958904109589,17.687671232876713
3539,ASB4,0.07841998108248,0.06608139243962788,0.8,9.567123287671233,12.208219178082192
3540,PPP4R3A,12.55558933088,0.04358897107398326,0.3,12.208219178082192,9.482191780821918
3541,S100A13,34.8224533383,0.30870102745936046,0.7,inf,10.610958904109589
3542,ABHD1,0.32512219146399995,0.11695580072750418,0.6,12.208219178082192,10.610958904109589
3543,NRSN2,22.9735301726,0.0446606010493984,0.7,17.687671232876713,10.610958904109589
3544,FBLL1,0.6016757122192,0.0734837888591214,0.6,10.756164383561643,12.208219178082192
3545,TAF6L,2.9908037222340003,0.15705405115341287,0.3,12.208219178082192,9.484931506849316
3546,ALG8,13.9802919587,0.09523950632607589,0.5,17.687671232876713,10.052054794520547
3547,SYPL2,0.10203281837,0.03226749363325997,0.2,10.610958904109589,20.424657534246574
3548,PIK3IP1,10.05009830224,0.21241542314361261,0.4,10.052054794520547,20.424657534246574
3549,GLUL,272.0059042344001,0.014079099559825099,0.9,inf,10.797260273972602
3550,CGRRF1,3.3557679593360006,0.18316448949692757,0.8,8.936986301369863,12.208219178082192
3551,PLXND1,18.32679370428,0.0060418676916391915,0.6,9.567123287671233,12.208219178082192
3552,GOLGA8B,1.17257912475,0.14157815018521908,0.5,18.063013698630137,10.797260273972602
3553,NEK9,10.75709634713,0.20067342286454318,0.7,9.364383561643836,18.063013698630137
3554,AC068533.7,0.02178111949704,0.18901663227131826,0.2,10.610958904109589,inf
3555,DEC1,0.1485420788882003,0.07038479214599395,0.9,18.063013698630137,10.756164383561643
3556,EGR3,2.319566107372,0.031183978733605216,0.4,10.808219178082192,17.687671232876713
3557,DNAJC14,10.605379114160002,0.006973802119598851,0.9,8.936986301369863,10.808219178082192
3558,RNF144A,2.9910586211859997,0.18372614979639842,0.3,10.610958904109589,17.687671232876713
3559,PHLDA3,30.12578248073001,0.030433321810060792,0.9,10.756164383561643,12.208219178082192
3560,ADAMTS9,1.5571840061039999,0.04794633863784043,0.6,9.567123287671233,17.687671232876713
3561,CNTN3,1.6497223991450003,0.0007514918568277306,0.9,8.123287671232877,12.208219178082192
3562,KCNE5,0.01053277903326,0.049797727186052874,0.1,12.208219178082192,10.756164383561643
3563,ING3,2.1002347217220003,0.13480999663672702,0.6,20.424657534246574,10.756164383561643
3564,TESC,0.754732345098,0.23888209653397907,0.5,9.567123287671233,17.687671232876713
3565,XPNPEP3,1.6889591646180002,0.03016188582122864,0.1,10.756164383561643,inf
3566,ACTC1,0.1763353416976001,0.09880825206228802,0.9,8.123287671232877,12.208219178082192
3567,TUBE1,2.13737888444,0.015112987360470877,0.8,9.567123287671233,12.208219178082192
3568,RBM23,4.600049729022,0.13253715954513634,0.2,10.797260273972602,17.687671232876713
3569,CAMSAP2,4.594476923425001,0.10105309344183758,0.1,10.808219178082192,inf
3570,C8orf86,0.0,0.16423595742304659,0.1,10.808219178082192,inf
3571,HSBP1L1,5.931683151008001,0.08428818140669016,0.4,10.808219178082192,inf
3572,PINX1,3.770977025771004,0.2046895384075431,0.9,inf,10.797260273972602
3573,PLAT,10.148681249300001,0.06947555613812754,0.4,10.756164383561643,17.687671232876713
3574,CFI,10.665703462300002,0.022369870643561406,0.9,9.482191780821918,17.687671232876713
3575,ARL6,2.61141536217,0.0664233803763376,0.8,8.123287671232877,12.208219178082192
3576,MFSD6,5.460375115898,0.2759247199432325,0.1,10.808219178082192,18.063013698630137
3577,FAM126B,2.9644083112530004,0.04475458089361299,0.9,8.123287671232877,12.208219178082192
3578,DNAJC10,4.2449437920249995,0.08944554089034161,0.1,10.808219178082192,inf
3579,MCF2L2,0.03299073631886999,0.10180898492873061,0.7,9.567123287671233,12.208219178082192
3580,PPP6C,29.19038853106,0.0013477147353844062,0.9,6.989041095890411,12.208219178082192
3581,TRPV1,0.05532771150332,0.10784069149979382,0.7,12.208219178082192,10.797260273972602
3582,HORMAD1,0.07163959099964999,0.16808949116957334,0.7,20.424657534246574,10.052054794520547
3583,ARHGAP36,0.02005720673735,0.05749312835393319,0.5,10.808219178082192,10.797260273972602
3584,SULT1A1,1.4974417018730002,0.037193436835817634,0.3,10.610958904109589,inf
3585,RPRD1B,9.069851829824,0.15792452332101517,0.6,9.482191780821918,17.687671232876713
3586,N6AMT1,3.4711422309980002,0.14544203887834914,0.6,10.052054794520547,20.424657534246574
3587,DCHS1,3.61655303925,0.07411882596197956,0.5,9.482191780821918,17.687671232876713
3588,EGFL6,1.399554794938,0.08952407454672617,0.6,10.052054794520547,12.208219178082192
3589,GPS1,10.11903740713,0.10116255091724391,0.1,12.208219178082192,9.364383561643836
3590,OPTN,11.28966027022,0.22073734947474913,0.2,10.756164383561643,12.208219178082192
3591,C3orf38,6.764125554114,0.07915164013493992,0.6,20.424657534246574,10.808219178082192
3592,STMN4,0.00470424481906,0.12298138311851314,0.2,10.756164383561643,inf
3593,S100A4,71.9045319608,0.09905841775390038,0.6,9.567123287671233,12.208219178082192
3594,PCDHA11,0.5223416432300001,0.1526667541013175,0.8,9.482191780821918,12.208219178082192
3595,OPRD1,0.36765741047760037,0.1609813303527248,0.8,10.756164383561643,12.208219178082192
3596,SPTSSB,1.4556718799700004,0.10178025618318243,0.4,17.687671232876713,10.808219178082192
3597,FAM212B,1.3936883183380018,0.008425203010058434,0.9,8.936986301369863,12.208219178082192
3598,ZNF346,2.150347497147,0.10549529418898926,0.1,10.756164383561643,inf
3599,HYAL3,1.5554951284390002,0.002678565226735925,0.3,12.208219178082192,8.936986301369863
3600,RBBP6,5.515847509717,0.19611766229750333,0.1,10.756164383561643,inf
3601,AIFM3,0.10205084281260002,0.15037118553697587,0.1,10.808219178082192,8.936986301369863
3602,PSME4,23.499639356430038,0.071956732446933,0.9,20.424657534246574,10.756164383561643
3603,HSPA2,5.402543612720001,0.08362201804477878,0.5,10.797260273972602,20.424657534246574
3604,SBK1,2.322480557783,0.00024230994691339393,0.1,10.808219178082192,8.123287671232877
3605,PDLIM1,73.07946838755,0.05496331386418583,0.7,9.567123287671233,18.063013698630137
3606,UGT2B4,0.11623625135520003,0.04557788142476657,0.8,9.484931506849316,10.808219178082192
3607,OTUD6B,3.993822047496,0.06293889872608202,0.6,10.052054794520547,12.208219178082192
3608,MTPN,52.7257428492,0.0013120401367513518,0.6,20.424657534246574,10.756164383561643
3609,CPPED1,9.281008748216,0.017360203347407066,0.9,7.4301369863013695,10.808219178082192
3610,PPP1R3F,1.893509942908,0.14749161986765633,0.8,10.610958904109589,17.687671232876713
3611,ZNF396,0.4112136416683,0.12831555960661434,0.1,10.797260273972602,17.687671232876713
3612,VWA3A,0.009353335688385003,0.0012426262031257304,0.1,12.208219178082192,10.756164383561643
3613,BAAT,0.0,0.31560712781347544,0.1,10.756164383561643,inf
3614,UBE2F,6.487441416459999,0.20186419924882726,0.4,12.208219178082192,10.756164383561643
3615,FKBP14,6.438173456235999,0.0020677744970585723,0.8,8.391780821917807,12.208219178082192
3616,TMCO2,0.025248118465949997,0.35382350187827416,0.7,10.052054794520547,10.808219178082192
3617,ZNF195,3.615666103308,0.001775276623057221,0.4,12.208219178082192,10.797260273972602
3618,CCDC64,1.2783027647050003,0.012778985346324842,0.1,12.208219178082192,8.123287671232877
3619,LHX8,0.03182974390526,0.5815770627160649,0.8,18.063013698630137,10.797260273972602
3620,B4GALT5,21.39331133468,0.2660271929937048,0.7,9.484931506849316,12.208219178082192
3621,NPR2,4.537914020215004,0.024467866892947575,0.9,10.052054794520547,12.208219178082192
3622,FAM104B,6.1091060594009985,0.3283907747955421,0.7,12.208219178082192,10.756164383561643
3623,DYNLT3,22.530483698140003,0.1301651808282884,0.9,7.852054794520548,12.208219178082192
3624,ADPGK,7.950796909629,0.0020310080108386637,0.3,17.687671232876713,9.364383561643836
3625,TPPP,0.4263881031882,0.15809522298100495,0.2,10.808219178082192,10.797260273972602
3626,C15orf59,0.5363868178228,0.12075319206352612,0.6,12.208219178082192,10.808219178082192
3627,UBASH3A,0.5398585700485999,0.023962024264912226,0.6,18.063013698630137,10.756164383561643
3628,SLC35F4,0.025115266675720005,0.37570078130729845,0.8,9.364383561643836,10.808219178082192
3629,SLC35C1,6.20412073217,0.16144035979674137,0.5,10.797260273972602,12.208219178082192
3630,MXRA7,4.778593313167,0.2088701807244088,0.3,17.687671232876713,10.797260273972602
3631,NDUFA6,58.666494182289995,0.17617415862665886,0.9,17.687671232876713,10.797260273972602
3632,FBXO36,1.4405960058979996,0.044494965631435304,0.3,10.797260273972602,inf
3633,CD47,21.72349221324,0.09663219155292023,0.8,9.364383561643836,12.208219178082192
3634,KCNT1,0.024221875504839997,0.002389745445769272,0.7,9.482191780821918,17.687671232876713
3635,PRL,0.008218235132112001,0.22644022763896748,0.4,10.052054794520547,17.687671232876713
3636,MATN2,8.556099562122,0.15064016949185577,0.8,9.482191780821918,12.208219178082192
3637,DLX5,1.7044136005570023,0.3174827836136679,0.9,inf,10.756164383561643
3638,ZNF606,1.210540457404,0.010522500824945555,0.1,10.808219178082192,20.424657534246574
3639,NDUFA12,14.92244046007,0.05126120587362499,0.3,18.063013698630137,9.364383561643836
3640,CUL7,6.857305772407999,0.2715234327533309,0.1,10.808219178082192,inf
3641,IL21R,2.2615903861720015,0.05046535442392353,0.9,inf,10.797260273972602
3642,DNAJC19,8.799886919605,0.05948157339280333,0.5,17.687671232876713,10.610958904109589
3643,SLX1B,0.004807139550654999,0.24725600470234843,0.3,10.797260273972602,10.808219178082192
3644,KRT77,0.0,0.10523064949401152,0.1,12.208219178082192,10.756164383561643
3645,C9orf114,5.893122455596,0.3654130646842435,0.3,10.797260273972602,17.687671232876713
3646,PLIN5,2.5672911629539996,0.05571505980184664,0.7,10.808219178082192,10.610958904109589
3647,PITPNM2,0.8354970649228,0.14934948034363643,0.4,17.687671232876713,10.797260273972602
3648,RABL6,11.662977079369998,0.005910418844313258,0.7,10.756164383561643,18.063013698630137
3649,SLC9A5,0.2986102070812,0.029854946160644977,0.4,10.052054794520547,17.687671232876713
3650,ABCA4,0.7964331933096,0.3619529277249952,0.8,18.063013698630137,10.797260273972602
3651,WBP4,3.401331652754,0.05272637572741869,0.1,12.208219178082192,8.564383561643835
3652,TXNRD2,3.743854657898,0.033608575233535526,0.7,9.567123287671233,12.208219178082192
3653,SSFA2,4.859657975428999,0.33918340184241536,0.1,10.797260273972602,12.208219178082192
3654,GPR88,0.40648075373470044,0.25551771648946286,0.9,9.482191780821918,12.208219178082192
3655,ANXA7,49.309965308509994,0.2267974011505248,0.3,10.808219178082192,12.208219178082192
3656,TRPC3,0.02060041664968,0.013298510741791355,0.1,17.687671232876713,9.484931506849316
3657,C2orf54,0.34107339993599994,0.14237887421323162,0.3,17.687671232876713,9.567123287671233
3658,ANKRD27,3.8011834326400002,0.027689498971002265,0.2,10.052054794520547,18.063013698630137
3659,DSCR3,4.191366397484,0.010038888581993564,0.2,10.610958904109589,18.063013698630137
3660,AAMP,57.28848531915003,0.3026571596317519,0.9,inf,10.808219178082192
3661,CATSPER4,0.0162512109808,0.16036910348127326,0.7,12.208219178082192,10.797260273972602
3662,TRPC4AP,30.48839570602,0.3936487434196506,0.2,10.797260273972602,17.687671232876713
3663,IL4R,3.818381039868001,0.15686950739275599,0.1,10.756164383561643,inf
3664,TMEM123,111.91799806460006,0.06340916026796449,0.9,inf,10.756164383561643
3665,RCBTB1,4.896955539276,0.22125701194766512,0.2,10.610958904109589,inf
3666,BIRC7,0.07973464136594,0.6027323556383168,0.4,12.208219178082192,10.756164383561643
3667,COL18A1,46.41915858769,0.02905035879701711,0.9,9.482191780821918,12.208219178082192
3668,GABPB2,2.313167859174,0.14077668474431768,0.3,10.797260273972602,12.208219178082192
3669,MORN5,0.13258548362119998,0.0006492189583850201,0.7,inf,10.610958904109589
3670,DYNLRB2,0.15072820666599998,0.09026412313374604,0.1,10.756164383561643,20.424657534246574
3671,INAFM1,8.559007946596,0.25483408254364376,0.6,17.687671232876713,10.610958904109589
3672,KCNAB2,4.219994158897999,0.34469828946450654,0.9,20.424657534246574,10.808219178082192
3673,EXOC3L4,0.0443567812743,0.11835188824082428,0.2,10.756164383561643,inf
3674,ETNK1,14.741856274140002,0.06552823899544177,0.9,20.424657534246574,10.756164383561643
3675,PTCH1,0.11531526474020001,0.029628555479824334,0.1,10.808219178082192,7.4301369863013695
3676,RASGEF1A,0.40094041869099994,0.0002987164696266913,0.2,17.687671232876713,7.6657534246575345
3677,ASB7,4.255898658834999,0.06474222928709712,0.5,inf,10.797260273972602
3678,ITPR2,4.338631781625001,0.1575677907183481,0.3,12.208219178082192,10.756164383561643
3679,STX1B,0.10260758243950001,0.04122696436705287,0.1,12.208219178082192,8.391780821917807
3680,NASP,10.1242511631,0.23629349649137898,0.4,17.687671232876713,9.484931506849316
3681,SLC4A1AP,4.952772900083,0.10907334720924822,0.1,12.208219178082192,9.482191780821918
3682,DVL2,4.715182654733,0.01631881103733888,0.3,20.424657534246574,8.936986301369863
3683,VPS13D,5.954156117806,0.10714026612054502,0.7,10.052054794520547,17.687671232876713
3684,PUS7,9.792153647173,0.004474017674946626,0.9,20.424657534246574,10.610958904109589
3685,PDE3A,1.3442077903600003,0.008541103366436525,0.8,8.123287671232877,12.208219178082192
3686,TMEM69,12.58725306995,0.000424846845300099,0.5,18.063013698630137,9.484931506849316
3687,MGAT5,4.872206542372,0.17379416506716389,0.1,10.797260273972602,18.063013698630137
3688,GATA6,1.6976401061320003,0.03844610744028376,0.6,9.567123287671233,17.687671232876713
3689,SNRPD3,62.73270270223003,0.3702861586788563,0.9,inf,10.808219178082192
3690,HSPB8,29.72397895492,0.0034158281028184353,0.8,8.936986301369863,12.208219178082192
3691,SLC6A9,11.459437034480011,0.15062093029444287,0.9,inf,10.797260273972602
3692,RAB20,11.782492346360002,0.18573750490700258,0.4,12.208219178082192,10.610958904109589
3693,DTNB,2.147436302784,0.18635778030181707,0.1,12.208219178082192,8.391780821917807
3694,NNMT,22.69813815056,0.40576120517608805,0.4,10.610958904109589,inf
3695,AKNAD1,0.09367484035896,0.013152555726820683,0.7,9.364383561643836,17.687671232876713
3696,RING1,17.25369352966,0.219621506312702,0.2,12.208219178082192,9.484931506849316
3697,TCTE3,1.617273333173,0.14548284462695613,0.9,6.764383561643836,10.808219178082192
3698,KCNH7,0.007567146922558,0.0522178115578929,0.4,10.610958904109589,inf
3699,GYS2,0.012096757001849999,0.11511360297894865,0.5,20.424657534246574,10.610958904109589
3700,LEO1,25.677581988070003,0.06933205929132309,0.9,6.904109589041096,17.687671232876713
3701,LMNA,54.13277084408,0.17805734498256529,0.4,17.687671232876713,10.610958904109589
3702,GTSE1,0.9490610450171999,0.21680957776917278,0.2,17.687671232876713,9.364383561643836
3703,CYB5D2,5.871191641004,0.05377903924939969,0.2,10.756164383561643,20.424657534246574
3704,YIPF2,12.683846434,0.03494180250125431,0.1,12.208219178082192,8.123287671232877
3705,POLE2,0.9184488766676,0.00921962527146659,0.1,12.208219178082192,9.567123287671233
3706,POLR2A,18.592566357339997,0.02269498638323622,0.1,10.808219178082192,8.391780821917807
3707,TRIM59,0.6579739020441999,0.03290041745766277,0.1,12.208219178082192,9.484931506849316
3708,ATP5D,11.03405370778,0.21454221104521212,0.2,12.208219178082192,10.052054794520547
3709,ASB9,0.7030734214195,0.09540377285298204,0.5,10.808219178082192,10.756164383561643
3710,NPIPB9,0.04171228043829005,0.18418363245646013,0.9,inf,10.797260273972602
3711,PDCD2L,2.8917531329559996,0.0012652632045294875,0.2,12.208219178082192,10.052054794520547
3712,DNAJC11,4.903986864438,0.08430448339885806,0.2,17.687671232876713,8.391780821917807
3713,POLN,0.6453342143830001,0.0003234142710782847,0.8,8.936986301369863,12.208219178082192
3714,NAGS,0.7465777928491,0.030559816764406566,0.3,10.808219178082192,17.687671232876713
3715,PPP1R14A,2.464720308421,0.08699471918001506,0.7,9.567123287671233,12.208219178082192
3716,CX3CL1,5.1591736646160005,0.3177672637020773,0.4,12.208219178082192,10.797260273972602
3717,STARD4,0.40813315301529995,0.21549581881602103,0.1,10.808219178082192,10.797260273972602
3718,ACKR2,0.8179758053212,0.20822479517875392,0.8,10.756164383561643,12.208219178082192
3719,GZF1,5.351950410485999,0.09384152151903415,0.7,inf,10.797260273972602
3720,ITGAD,0.112030377983,0.019955745681951787,0.5,9.482191780821918,12.208219178082192
3721,RILPL2,3.5121063571480002,0.05311037675405933,0.4,10.808219178082192,12.208219178082192
3722,TBXAS1,0.9960855700328,0.36492765225772683,0.1,10.808219178082192,10.797260273972602
3723,HPS1,13.518181154299999,0.5447640239241769,0.7,10.808219178082192,10.797260273972602
3724,MUC5B,0.06827675575662001,0.007886754440552247,0.2,12.208219178082192,8.391780821917807
3725,METRNL,4.6161221023820005,0.26124195703340425,0.1,10.797260273972602,inf
3726,SIGLEC7,1.682638439793,0.022120543116780706,0.9,inf,10.797260273972602
3727,RANGRF,3.0403400840590002,0.10906991390297442,0.1,10.797260273972602,20.424657534246574
3728,UBE2D2,22.947846815660004,0.03076266614023612,0.3,17.687671232876713,9.567123287671233
3729,KMT2A,4.910710283574001,0.13971162739204912,0.7,10.052054794520547,17.687671232876713
3730,CFDP1,22.01944724361002,0.12066647843952234,0.9,12.208219178082192,10.797260273972602
3731,FZD6,11.472190072850001,0.31483775528461944,0.5,10.610958904109589,10.808219178082192
3732,KRT3,0.05527870214786,0.01751545131427983,0.9,10.610958904109589,10.808219178082192
3733,PGBD3,0.03127488350065,0.024169465689226524,0.7,9.364383561643836,17.687671232876713
3734,ANKRD35,0.1852527251558,0.02055578010344496,0.1,12.208219178082192,6.989041095890411
3735,IMPAD1,14.30213094596,0.01927908311692478,0.2,10.756164383561643,18.063013698630137
3736,ZNF256,1.6171266649560003,0.06865320288203633,0.1,12.208219178082192,9.484931506849316
3737,COMMD7,19.91283997694,0.03482912010809875,0.2,12.208219178082192,10.610958904109589
3738,PBRM1,5.3829987600900004,0.24282671010883805,0.2,10.797260273972602,12.208219178082192
3739,IGSF5,1.0388554099020002,0.006782812073133123,0.9,8.391780821917807,12.208219178082192
3740,METTL12,1.71272110963,0.11122428124734644,0.8,12.208219178082192,10.756164383561643
3741,SMC3,23.74401315276,0.08130896709748334,0.7,inf,10.756164383561643
3742,RIPK2,13.75777946454,0.16440977658124514,0.8,inf,10.756164383561643
3743,GMEB2,9.089376262322002,0.05799889154784912,0.9,10.756164383561643,12.208219178082192
3744,RGS8,0.04547907302418999,0.0243687467003559,0.7,17.687671232876713,10.797260273972602
3745,AP3D1,22.28354403043,0.194310660267006,0.7,10.808219178082192,17.687671232876713
3746,C3orf49,0.1574392771708,0.3326929900598903,0.8,9.364383561643836,12.208219178082192
3747,GAB3,1.6673784886860015,0.41581990278257275,0.9,18.063013698630137,10.797260273972602
3748,LILRA6,0.6579381337442001,0.08052254731684845,0.8,20.424657534246574,10.797260273972602
3749,CSRNP2,12.02902825752,0.29093386644544883,0.6,10.610958904109589,12.208219178082192
3750,KCNQ1,2.432451688955,0.2978584100715914,0.5,20.424657534246574,10.797260273972602
3751,HEATR5A,1.422492456994,0.24491315091224303,0.1,10.797260273972602,12.208219178082192
3752,RND3,8.44565198865,0.09805939862205287,0.4,17.687671232876713,10.797260273972602
3753,MGST1,13.06520345115,0.12133516115419365,0.3,10.756164383561643,12.208219178082192
3754,PGLYRP1,0.0,0.20335182337882463,0.1,12.208219178082192,10.610958904109589
3755,RUNX2,1.4468970863319999,0.08327513697825135,0.3,12.208219178082192,10.756164383561643
3756,ALDH4A1,16.079984393980006,0.004877605107651644,0.9,8.391780821917807,12.208219178082192
3757,NME9,0.06672619533286,0.00030818380293938166,0.4,18.063013698630137,10.797260273972602
3758,ELOVL3,0.06957145953751,0.010708977824584865,0.1,12.208219178082192,7.4301369863013695
3759,RPS12,1710.2032189830006,0.11512615379762475,0.9,inf,10.756164383561643
3760,RAB32,21.31115558938,0.26451057087629404,0.7,10.052054794520547,10.808219178082192
3761,NID1,34.21295005966,0.22562252098342503,0.8,9.364383561643836,12.208219178082192
3762,LDHAL6B,0.0265943532745,0.3870017577459931,0.5,10.052054794520547,12.208219178082192
3763,METTL23,8.188717414351997,0.050905657901307126,0.2,10.808219178082192,10.610958904109589
3764,C1orf61,0.004406948195662,0.11049091151407908,0.1,10.797260273972602,inf
3765,CD164L2,0.561514548603,0.03685448559369605,0.6,20.424657534246574,9.567123287671233
3766,HNF4G,0.5745636488427,0.055459508069787444,0.7,12.208219178082192,10.797260273972602
3767,HADH,36.63315940343,0.16617078269281116,0.9,inf,10.808219178082192
3768,SLC26A5,0.020959039312099997,0.04719921534071063,0.1,12.208219178082192,10.610958904109589
3769,ZNF547,0.5894281402964,0.15799301259480755,0.2,10.808219178082192,9.484931506849316
3770,COL14A1,25.460394050640005,0.03142418440649318,0.8,8.123287671232877,17.687671232876713
3771,DDRGK1,49.0056964154,0.10641031525309536,0.8,10.797260273972602,12.208219178082192
3772,UTP14A,5.282574106464,0.1819937908772732,0.1,10.808219178082192,9.567123287671233
3773,ZDHHC18,5.870513131689,0.1526202496941802,0.3,10.610958904109589,17.687671232876713
3774,HS2ST1,5.195803135126,0.0867981098943181,0.4,20.424657534246574,10.808219178082192
