,Symbols,Expression Cutoffs,log-rank P Values,best_quantile,higher_median,lower_median
143,XCL1,0.7159204027958002,0.12498066181205462,0.8,18.063013698630137,10.797260273972602
144,UBE3A,14.547797023800001,0.17291584698677093,0.9,8.936986301369863,12.208219178082192
145,DNMT3A,2.3908113079940003,0.1939420159681453,0.1,10.808219178082192,8.123287671232877
146,PDE5A,1.226583008245,0.11838223692696778,0.3,10.756164383561643,17.687671232876713
147,ZNF304,4.4705532239700005,0.20101278953012194,0.5,10.756164383561643,12.208219178082192
148,ATP6AP2,52.87498811017001,0.2630454529675025,0.1,10.756164383561643,12.208219178082192
149,XRCC6BP1,2.878783049929,0.3452940873482875,0.1,12.208219178082192,9.567123287671233
150,PLIN4,0.2533366042174,0.1949649374661418,0.1,10.756164383561643,inf
151,ARL17B,0.03775644868703,0.11707694533649954,0.1,10.756164383561643,inf
152,PLP2,106.799525304,0.23038158402845763,0.6,17.687671232876713,10.052054794520547
153,TREH,0.12728053585160015,0.07766341302093234,0.9,8.123287671232877,12.208219178082192
154,NOP16,4.210591016236001,0.0020358517737179057,0.2,17.687671232876713,8.123287671232877
155,GNA12,10.45888077568,0.07271548013529529,0.2,10.756164383561643,inf
156,HEY2,3.0489213661400005,0.13582445627910134,0.7,12.208219178082192,10.756164383561643
157,ACOX2,0.4062740881904,0.05363196318811598,0.1,10.756164383561643,inf
158,ASUN,15.011048693350002,0.006518402031076226,0.9,20.424657534246574,10.610958904109589
159,PROSER2,1.6813973522280001,0.044601567103431716,0.2,10.797260273972602,17.687671232876713
160,PPP1R7,14.47958491889,0.10847637413496153,0.3,12.208219178082192,10.052054794520547
161,OR51E2,0.09805590261735,0.006698488827041217,0.5,10.756164383561643,10.808219178082192
162,CYP2E1,0.028581467952150004,0.21403536268349715,0.1,10.797260273972602,inf
163,PES1,10.069410791870002,0.3391896291232157,0.1,12.208219178082192,8.936986301369863
164,HSDL2,22.557006640479997,7.628484462858592e-05,0.8,8.123287671232877,17.687671232876713
165,STARD5,0.26865220182500005,0.15476850559121452,0.2,10.808219178082192,8.936986301369863
166,PTCD3,4.889471510109,0.18428368152145008,0.3,10.808219178082192,10.797260273972602
167,TSPEAR,0.013383711146620002,0.026341844979106452,0.3,10.756164383561643,18.063013698630137
168,CYP2D6,0.33947938748479994,0.021084817199284595,0.6,18.063013698630137,10.610958904109589
169,FLYWCH2,15.414972428410001,0.014149133501814144,0.3,10.610958904109589,20.424657534246574
170,NTM,2.505780649168,0.06423074059799123,0.6,17.687671232876713,10.797260273972602
171,ZNF551,1.85050592232,0.11018274297027576,0.5,10.756164383561643,12.208219178082192
172,RPL41,256.0576435752,0.31981938933566556,0.8,10.756164383561643,12.208219178082192
173,ASB2,0.07824965700495001,0.33668747923171327,0.1,12.208219178082192,10.610958904109589
174,CD1C,0.11513055645699999,0.0031852130545028563,0.1,10.808219178082192,9.484931506849316
175,WFDC6,0.0937595640349,0.012397739311666298,0.6,18.063013698630137,9.567123287671233
176,MZT2A,4.499363924452,0.09928222286126295,0.2,12.208219178082192,10.052054794520547
177,EXOSC7,4.47820885827,0.005518705023859806,0.2,12.208219178082192,8.936986301369863
178,OGDHL,0.01050863499582,0.10536678873194937,0.2,10.756164383561643,inf
179,IL12A,0.035054499054970004,0.06781107221425964,0.1,12.208219178082192,10.610958904109589
180,FGFBP1,0.11451648506799997,0.04461032020664202,0.6,20.424657534246574,10.610958904109589
181,FAM86C1,1.954037884126,0.18977026102357752,0.2,10.808219178082192,12.208219178082192
182,MATN3,10.162691994749999,0.34630077238633616,0.7,9.364383561643836,10.808219178082192
183,PIGA,3.2025103486279995,0.28900010357703065,0.6,20.424657534246574,10.797260273972602
184,MNT,1.9695266220819998,0.19676126695141163,0.1,10.808219178082192,17.687671232876713
185,MSANTD3,3.094326876889,0.056009212061591034,0.1,10.808219178082192,7.4301369863013695
186,PLOD1,19.19891352168,0.03992340101431474,0.1,10.797260273972602,inf
187,CLPSL2,0.4988910863332999,0.2592627336793999,0.3,10.808219178082192,18.063013698630137
188,CD79B,1.559893670495,0.20585518894212002,0.5,10.756164383561643,10.797260273972602
189,FARS2,9.904904123822,0.4906934045719572,0.8,10.797260273972602,12.208219178082192
190,DDX60L,2.69888247185,0.09368210056666343,0.6,10.610958904109589,inf
191,VNN2,0.1496673866028,0.4168923979599055,0.1,17.687671232876713,10.797260273972602
192,SH3D21,2.635076374965,0.010963222111341212,0.5,18.063013698630137,10.610958904109589
193,RCN3,6.712367530562,0.20782571580599835,0.1,12.208219178082192,7.4301369863013695
194,PPP4C,34.50977565701999,0.15633360506670188,0.3,10.808219178082192,10.052054794520547
195,JAKMIP3,0.5653121624648,0.03525099585675307,0.8,9.484931506849316,12.208219178082192
196,ALDOA,249.4113322514,0.08291866609099122,0.6,12.208219178082192,10.756164383561643
197,NCEH1,9.532717898918001,0.3069434431314801,0.8,10.610958904109589,10.808219178082192
198,SMARCC2,18.02072191273,0.14210177400607737,0.9,6.989041095890411,12.208219178082192
199,RFX4,0.005212387045645999,0.04779096544065664,0.7,9.364383561643836,17.687671232876713
200,NRAP,0.0,0.16833486616326426,0.1,10.797260273972602,10.808219178082192
201,RCAN3,4.552080159348,0.013393879698596383,0.4,18.063013698630137,9.484931506849316
202,GALC,9.487725769936,0.06917612905239925,0.9,inf,10.797260273972602
203,ZBTB21,2.56745107931,0.07088518718072906,0.4,10.756164383561643,12.208219178082192
204,KBTBD8,0.19072746766180002,0.008668254601703871,0.2,18.063013698630137,10.610958904109589
205,ZNF451,2.7150709437700002,0.3005761480227146,0.6,20.424657534246574,10.797260273972602
206,LCN6,0.37676192690110044,0.18437663721779524,0.9,18.063013698630137,10.808219178082192
207,MED31,2.462128047715,0.2784500125474123,0.5,17.687671232876713,10.797260273972602
208,RNF24,4.002718735018,0.3333067898255662,0.2,10.756164383561643,inf
209,BCL7C,7.382772065858,0.14997734849386735,0.3,12.208219178082192,10.052054794520547
210,DROSHA,8.113887124256,0.2578412858255875,0.4,10.610958904109589,17.687671232876713
211,LEMD2,11.335734240330002,0.007926167190813587,0.9,6.764383561643836,10.808219178082192
212,BTLA,0.266200720947,0.08897637398202847,0.6,10.756164383561643,10.808219178082192
213,PRDM10,2.9933883243370003,0.07061544383153018,0.9,10.052054794520547,12.208219178082192
214,UQCRB,24.20923798002,0.1707147906665292,0.8,17.687671232876713,10.808219178082192
215,FAM69B,0.9041404796518999,0.06108225977343335,0.1,10.808219178082192,10.610958904109589
216,RNF5,50.2533809781,0.30854698787680107,0.8,inf,10.610958904109589
217,POTEC,0.1306442495438003,0.23763625489697401,0.9,8.564383561643835,17.687671232876713
218,CDK8,3.430166676286,0.2885810340268914,0.4,10.808219178082192,17.687671232876713
219,PCBP3,0.3976306470298,0.019101898835898468,0.8,9.484931506849316,12.208219178082192
220,LAMA1,0.9626739719021001,0.1520577745613083,0.9,9.482191780821918,12.208219178082192
221,TAF9B,24.724582003370003,0.012835665804624696,0.9,7.4301369863013695,17.687671232876713
222,PLK3,4.098110527906,0.054671029188140784,0.4,10.052054794520547,12.208219178082192
223,DOC2A,0.1128356397558,0.01065636089070664,0.2,10.808219178082192,12.208219178082192
224,MPLKIP,2.492068523382,0.05936848360567051,0.3,17.687671232876713,10.756164383561643
225,LIPJ,0.02545889629783,0.08534017216898013,0.7,17.687671232876713,10.756164383561643
226,RIC8B,4.029036313364003,0.2079767053754408,0.9,inf,10.797260273972602
227,WNK4,11.0327645789,0.10940202201445272,0.8,12.208219178082192,10.797260273972602
228,LNPEP,5.745706439435,0.211275107826843,0.5,9.567123287671233,18.063013698630137
229,PXT1,0.007376316598981999,0.0032168115100236682,0.2,12.208219178082192,9.484931506849316
230,MRPL22,3.2178974523579997,0.01007450522805798,0.2,17.687671232876713,9.364383561643836
231,NCAN,0.01568380667880001,0.01935593165684238,0.8,20.424657534246574,10.610958904109589
232,DOCK10,0.8050338165313999,0.16524507457545645,0.1,10.610958904109589,inf
233,GABRA3,0.011873493811839999,0.10711177600619996,0.6,17.687671232876713,10.756164383561643
234,DHDDS,10.389229926450001,0.043992664801261135,0.9,inf,10.808219178082192
235,C10orf90,0.04642510201653999,0.20912763832009454,0.6,10.756164383561643,10.797260273972602
236,MGA,3.1776701447899995,0.14337922841230805,0.5,10.052054794520547,17.687671232876713
237,RMI2,1.625123965286,0.04150069183822971,0.1,17.687671232876713,9.484931506849316
238,GALNT16,5.201520201040005,0.06881751005501728,0.9,inf,10.797260273972602
239,ARFGEF1,8.523489795412,0.05412792130021217,0.3,10.610958904109589,inf
240,VPS45,12.021874518900002,0.3108305225510646,0.8,10.756164383561643,12.208219178082192
241,NLGN3,0.13415046761010002,0.2718703647689985,0.1,10.797260273972602,inf
242,ITGB6,31.22951054713002,0.0082095371182459,0.9,10.610958904109589,17.687671232876713
243,USP18,6.4823267242950005,0.1418638503859673,0.7,9.567123287671233,18.063013698630137
244,GDF9,1.392924778409006,0.2468390965425828,0.9,18.063013698630137,10.797260273972602
245,LPCAT3,6.748211459548001,0.06630049220027924,0.8,20.424657534246574,10.756164383561643
246,SOSTDC1,0.08330476653550002,0.01826518199557313,0.2,12.208219178082192,9.484931506849316
247,ZNF850,0.2058246039637,0.00793438637812155,0.1,10.808219178082192,8.123287671232877
248,CAND1,10.64462674203,0.34121684525190343,0.3,10.756164383561643,10.808219178082192
249,KCNJ5,1.031278206556,0.04697315707769309,0.6,9.567123287671233,12.208219178082192
250,KCNJ11,4.778554272885,0.02276682558797497,0.5,10.808219178082192,17.687671232876713
251,CRYBB1,0.9713596564027001,0.1256907777930983,0.9,inf,10.808219178082192
252,CAPN3,0.1728167346457,0.29845722452105494,0.7,10.052054794520547,10.808219178082192
253,MEP1A,0.05055854393242,0.1049133877829539,0.8,inf,10.756164383561643
254,AGXT2,0.026907337886799998,0.3112557876772071,0.5,10.052054794520547,18.063013698630137
255,TRAF3IP2,5.0904661648300005,0.06373903421681133,0.4,10.756164383561643,18.063013698630137
256,POGK,17.587616954490002,0.2058959176472741,0.7,17.687671232876713,10.610958904109589
257,SMARCC1,26.05840457274,0.04816961692028724,0.6,10.808219178082192,10.797260273972602
258,PRKACB,6.08682443198,0.2697982741459648,0.5,18.063013698630137,10.756164383561643
259,CLCA4,0.04679395975317999,0.01615094877621836,0.6,18.063013698630137,10.797260273972602
260,HOOK3,5.27654540903,0.03538425719996135,0.8,9.364383561643836,17.687671232876713
261,DHX15,18.49702466835,0.17871639334534548,0.5,10.052054794520547,12.208219178082192
262,WBP2NL,0.198899727267,0.14524247402950197,0.5,12.208219178082192,10.756164383561643
263,CCDC188,0.32293493990600003,0.13782226693021257,0.8,9.484931506849316,17.687671232876713
264,ATAD3C,0.39983722290660006,0.10830395252951762,0.2,10.797260273972602,inf
265,RAD54L,0.458548308778,0.027911603103070528,0.1,17.687671232876713,9.364383561643836
266,CHORDC1,3.533023507232001,0.13644751637937727,0.8,20.424657534246574,10.797260273972602
267,SLC18A2,0.23283780423540001,0.2590133095675324,0.6,18.063013698630137,10.808219178082192
268,DENND5A,8.464054769979999,0.012769584107625423,0.5,10.808219178082192,12.208219178082192
269,ATP6V0E1,103.0250128255,0.14889808247318587,0.5,17.687671232876713,10.610958904109589
270,BTBD16,0.015530961431659999,0.14419203280938067,0.3,10.797260273972602,10.808219178082192
271,N4BP1,7.127577874008,0.15890795186795065,0.4,10.052054794520547,17.687671232876713
272,ART5,0.4990293134810001,0.12277722296989746,0.8,9.482191780821918,12.208219178082192
273,TBX19,0.3946218204986,0.22791177690903153,0.1,10.797260273972602,inf
274,CXCR1,0.4626313281136002,0.06172418512136659,0.9,10.052054794520547,12.208219178082192
275,ISLR2,0.42613825334250005,0.06374221117033076,0.7,9.482191780821918,17.687671232876713
276,MYH7,0.0022032492426859998,0.027704508500357848,0.4,12.208219178082192,10.052054794520547
277,PDRG1,18.490126869370002,0.42368366102099575,0.7,10.797260273972602,10.808219178082192
278,AKR1C2,0.4273812592935,0.10075444346842632,0.5,10.797260273972602,12.208219178082192
279,ADCY2,0.06546309585981999,0.009431432548274561,0.2,17.687671232876713,10.610958904109589
280,RGS20,0.06794126173862,0.14071541925167952,0.6,17.687671232876713,10.797260273972602
281,EIF3I,89.46082199006,0.011230482594960504,0.2,17.687671232876713,8.564383561643835
282,TTLL4,2.2106198287499996,0.41621380274214703,0.2,10.808219178082192,17.687671232876713
283,HMGB2,33.328937765140005,0.1786921620494487,0.4,18.063013698630137,9.482191780821918
284,SLC15A5,0.0,0.17318897644038245,0.1,10.797260273972602,10.808219178082192
285,UBE2N,12.93002209272,0.21337109931524323,0.3,17.687671232876713,9.567123287671233
286,FAM185A,1.9906821654549998,0.033994570462469786,0.5,12.208219178082192,9.567123287671233
287,PDE1C,0.04133815016359001,0.09029318249609956,0.1,12.208219178082192,7.4301369863013695
288,ABCA1,5.6667262685,0.10966263964070502,0.8,9.567123287671233,12.208219178082192
289,NIF3L1,11.607031282360001,0.21817026081960694,0.4,10.797260273972602,10.808219178082192
290,ANKRD1,0.5762597768689001,0.2111891499581436,0.9,inf,10.797260273972602
291,MCOLN2,0.4351835839788001,0.01719658775143835,0.2,17.687671232876713,10.052054794520547
292,MUT,21.265891261140005,0.15997183927006803,0.9,6.989041095890411,10.808219178082192
293,VTA1,9.677396754166,0.19860811456806746,0.8,inf,10.797260273972602
294,SIM2,0.22681637134210003,0.017131515109165347,0.3,10.610958904109589,20.424657534246574
295,ZCCHC17,15.487808275599999,1.157597431366609e-05,0.2,18.063013698630137,8.564383561643835
296,EML2,3.552076651296,0.1934642697952573,0.2,10.797260273972602,20.424657534246574
297,PON1,0.0,0.0047076912633263,0.1,12.208219178082192,7.6657534246575345
298,GPR35,0.380606052978,0.30811814991173714,0.6,10.797260273972602,10.808219178082192
299,PRG4,3.3657595927680006,0.03612735482076008,0.9,9.364383561643836,12.208219178082192
300,PCDHGA2,0.653683464205,0.00166519242671826,0.8,8.936986301369863,17.687671232876713
301,TULP2,0.04001897401495,0.006988210535831032,0.5,9.484931506849316,17.687671232876713
302,KATNB1,6.198156965872,0.20741595944375946,0.8,9.484931506849316,10.808219178082192
303,DCDC1,0.143869465774,0.06748758467728735,0.5,10.808219178082192,12.208219178082192
304,S100A12,0.5931228818287023,0.20964648261796506,0.9,10.052054794520547,12.208219178082192
305,DLX6,0.16302697531870047,0.07467660459561858,0.9,20.424657534246574,10.756164383561643
306,ZNF248,1.560804235298,0.026368214214401657,0.3,10.797260273972602,17.687671232876713
307,CREM,3.5731075045499994,0.2561164655070201,0.6,10.797260273972602,12.208219178082192
308,ZDHHC6,8.765408857844001,0.035389423001794554,0.2,12.208219178082192,9.484931506849316
309,RP11-514O12.4,0.2038775669074,0.1319442046148231,0.2,12.208219178082192,9.364383561643836
310,POU6F1,0.6557449869609,0.018947317886107092,0.1,10.808219178082192,inf
311,CSPG4,8.386101447411006,0.03835091113974811,0.9,9.482191780821918,10.808219178082192
312,CALML5,335.9277757697,0.09815876566266818,0.9,17.687671232876713,10.808219178082192
313,BIN3,1.55607688072,0.0849416240785011,0.2,10.808219178082192,10.610958904109589
